site,spp_1,species,count,day,month,season,year,time,sunrise,sunset,m_60
Lisnaskea Forest,Fox,Fox,1,2,10,autumn,2015,22:54:00,06:29,18:01,-4.87
Belmore,Marten,Pine Marten,1,4,2,winter,2014,22:01:00,08:10,17:10,-4.08
Cookstown,Rabbit,Rabbit,1,10,8,summer,2014,00:02:00,04:52,20:10,-4.08
Portmush,Marten,Pine Marten,1,12,2,winter,2014,03:05:00,07:54,17:27,-4.82
Cooltrain,Mouse,Wood mouse,1,4,2,winter,2014,03:22:00,08:10,17:10,-4.8
Mount Stewart,Badger,Badger,1,5,3,spring,2014,02:19:00,07:06,18:10,-4.78
Cypress Wood,Fox,Fox,1,9,2,winter,2013,22:09:00,08:00,17:21,-4.78
Curragh,Mouse,Wood mouse,1,20,2,winter,2014,22:31:00,07:37,17:44,-4.77
Reilly Wood,Marten,Pine Marten,1,11,3,spring,2014,02:06:00,06:51,18:22,-4.75
Lisnaskea Forest,Sika,Sika,1,16,9,autumn,2015,23:27:00,06:00,18:41,-4.75
Mount Stewart,Badger,Badger,1,2,3,spring,2014,22:49:00,07:13,18:04,-4.73
Ballyboley,Fox,Fox,1,15,1,winter,2014,03:56:00,08:40,16:31,-4.73
Lisnaskea Forest,Marten,Pine Marten,1,15,9,autumn,2015,23:29:00,05:58,18:44,-4.73
Belmore,Marten,Pine Marten,1,7,2,winter,2014,03:21:00,08:05,17:17,-4.73
Lisnaskea Forest,Sika,Sika,2,16,9,autumn,2015,23:26:00,06:00,18:41,-4.73
Beltonean Lane,Badger,Badger,1,6,8,summer,2014,00:02:00,04:45,20:18,-4.72
Bowtown Road,Fox,Fox,1,29,1,winter,2014,21:42:00,08:21,16:58,-4.72
Lisnaskea Forest,Sika,Sika,1,11,10,autumn,2015,02:04:00,06:47,17:38,-4.72
Ballyrolly,Fox,Fox,1,28,8,summer,2013,00:44:00,05:26,19:28,-4.7
Moneymore,Hare,Hare,1,6,4,spring,2013,23:56:00,05:45,19:13,-4.7
Lisnaskea Forest,Marten,Pine Marten,1,15,9,autumn,2015,23:27:00,05:58,18:44,-4.7
Lisnaskea Forest,Sika,Sika,1,18,11,autumn,2015,21:03:00,08:02,16:20,-4.7
Lisnaskea Forest,Sika,Sika,1,6,9,autumn,2015,01:00:00,05:41,19:06,-4.68
Lisnaskea Forest,Sika,Sika,1,6,9,autumn,2015,01:01:00,05:41,19:06,-4.07
Lisnaskea Forest,Sika,Sika,1,11,10,autumn,2015,02:07:00,06:47,17:38,-4.07
Bowtown Road,Badger,Badger,1,8,2,winter,2014,03:24:00,08:03,17:19,-4.65
Michael's Farm,Fox,Fox,1,27,9,autumn,2013,22:52:00,06:21,18:12,-4.65
Lisnaskea Forest,Fox,Fox,1,22,11,autumn,2015,20:54:00,08:09,16:14,-4.65
Belmore,Marten,Pine Marten,1,4,2,winter,2014,21:50:00,08:10,17:10,-4.65
Ely Lodge,Marten,Pine Marten,1,15,2,winter,2014,22:13:00,07:48,17:33,-4.65
Moneymore,Hare,Hare,1,18,4,spring,2013,00:38:00,05:16,19:36,-4.63
Colebrooke,Marten,Pine Marten,1,27,2,winter,2014,22:37:00,07:21,17:58,-4.63
Michael's Farm,Badger,Badger,1,22,9,autumn,2013,01:35:00,06:12,18:25,-4.62
Gole Wood,Marten,Pine Marten,1,9,3,spring,2014,22:56:00,06:56,18:18,-4.62
Belmore,Marten,Pine Marten,1,8,2,winter,2014,21:57:00,08:03,17:19,-4.62
Erik & Cecil's,Rabbit,Rabbit,1,14,11,autumn,2013,21:03:00,07:55,16:25,-4.62
Clandeboye,Rabbit,Rabbit,1,19,8,summer,2013,00:32:00,05:09,19:49,-4.62
Kilronan,Marten,Pine Marten,1,19,2,winter,2014,22:19:00,07:39,17:42,-4.6
Cooltrain,Mouse,Wood mouse,1,3,2,winter,2014,21:45:00,08:12,17:08,-4.6
Bowtown Road,Badger,Badger,1,11,2,winter,2014,22:01:00,07:56,17:25,-4.58
Michael's Farm,Fox,Fox,1,28,9,autumn,2013,01:48:00,06:23,18:09,-4.58
Lisnaskea Forest,Marten,Pine Marten,1,3,10,autumn,2015,22:34:00,06:31,17:58,-4.58
Lisnaskea Forest,Mouse,Mouse,1,10,9,autumn,2015,01:14:00,05:49,18:56,-4.58
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,03:39:00,08:14,17:06,-4.58
Knockcloghrim,Badger,Badger,1,4,5,spring,2013,00:07:00,04:41,20:06,-4.57
Cooltrain,Mouse,Wood mouse,1,4,2,winter,2014,03:36:00,08:10,17:10,-4.57
Erik & Cecil's,Rabbit,Rabbit,1,14,11,autumn,2013,21:00:00,07:55,16:25,-4.57
Lisnaskea Forest,Marten,Pine Marten,1,14,9,autumn,2015,01:23:00,05:56,18:46,-4.55
Belmore,Marten,Pine Marten,1,8,2,winter,2014,03:30:00,08:03,17:19,-4.55
Mount Stewart,Badger,Badger,1,15,3,spring,2014,23:03:00,06:41,18:30,-4.53
Michael's Farm,Fox,Fox,1,26,9,autumn,2013,22:47:00,06:19,18:14,-4.53
Moneymore,Badger,Badger,1,9,4,spring,2013,23:50:00,05:38,19:18,-4.52
Mount Stewart,Rabbit,Rabbit,1,5,3,spring,2014,02:35:00,07:06,18:10,-4.52
Beltonean Lane,Badger,Badger,1,10,8,summer,2014,00:22:00,04:52,20:10,-4.05
Castle Coole,Marten,Pine Marten,1,10,1,winter,2014,04:15:00,08:45,16:23,-4.05
Portmush,Marten,Pine Marten,1,12,2,winter,2014,03:24:00,07:54,17:27,-4.05
Curragh,Mouse,Wood mouse,2,3,3,spring,2014,02:41:00,07:11,18:06,-4.05
Michael's Farm,Badger,Badger,1,5,10,autumn,2013,02:07:00,06:36,17:52,-4.48
Sandholes,Badger,Badger,1,2,8,summer,2014,00:09:00,04:38,20:26,-4.48
Ballyboley,Fox,Fox,1,15,1,winter,2014,04:11:00,08:40,16:31,-4.48
Colebrooke,Marten,Pine Marten,1,28,2,winter,2014,22:30:00,07:18,18:00,-4.48
Erik & Cecil's,Rabbit,Rabbit,1,22,11,autumn,2013,03:41:00,08:10,16:14,-4.48
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,03:42:00,08:11,16:13,-4.48
Lisnaskea Forest,Sika,Sika,1,3,9,autumn,2015,01:08:00,05:36,19:14,-4.47
Carrowdore,Fox,Fox,1,30,1,winter,2014,03:52:00,08:19,17:00,-4.45
Cookstown,Hare,Hare,1,1,8,summer,2014,00:09:00,04:36,20:28,-4.45
Sandholes,Hare,Hare,1,1,8,summer,2014,00:09:00,04:36,20:28,-4.45
Lisnaskea Forest,Mouse,Mouse,1,15,9,autumn,2015,01:31:00,05:58,18:44,-4.45
Michael's Farm,Rabbit,Rabbit,1,25,9,autumn,2013,01:50:00,06:17,18:17,-4.45
Lisnaskea Forest,Marten,Pine Marten,1,9,9,autumn,2001,01:21:00,05:47,18:59,-4.43
Curragh,Mouse,Wood mouse,1,3,3,spring,2014,02:45:00,07:11,18:06,-4.43
Cooltrain,Mouse,Wood mouse,1,4,2,winter,2014,03:44:00,08:10,17:10,-4.43
Cookstown,Badger,Badger,1,30,7,summer,2014,00:08:00,04:33,20:31,-4.42
Sandholes,Badger,Badger,1,30,7,summer,2014,00:08:00,04:33,20:31,-4.42
Mount Stewart,Fox,Fox,1,8,3,spring,2014,22:42:00,06:59,18:16,-4.42
Colebrooke,Marten,Pine Marten,1,27,2,winter,2014,22:24:00,07:21,17:58,-4.42
Curragh,Mouse,Wood mouse,1,21,2,winter,2014,22:12:00,07:35,17:46,-4.42
Belmore,Marten,Pine Marten,1,8,2,winter,2014,21:44:00,08:03,17:19,-4.4
Michael's Farm,Rabbit,Rabbit,1,1,10,autumn,2013,22:27:00,06:28,18:02,-4.4
Michael's Farm,Fox,Fox,1,4,10,autumn,2013,22:18:00,06:34,17:54,-4.38
Lisnaskea Forest,Marten,Pine Marten,1,9,9,autumn,2001,01:24:00,05:47,18:59,-4.38
Cooltrain,Mouse,Wood mouse,2,2,2,winter,2014,03:51:00,08:14,17:06,-4.38
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,03:48:00,08:11,16:13,-4.38
Erik & Cecil's,Fallow,Fallow Deer,1,11,11,autumn,2013,20:53:00,07:49,16:30,-4.37
Saintfield,Badger,Badger,1,14,4,spring,2015,23:48:00,05:27,19:27,-4.03
Lisnaskea Forest,Badger,Badger,1,9,8,summer,2015,00:30:00,04:50,20:12,-4.03
Portmush,Marten,Pine Marten,1,13,2,winter,2014,21:50:00,07:52,17:29,-4.03
Lisnaskea Forest,Sika,Sika,3,23,11,autumn,2015,03:51:00,08:11,16:13,-4.03
Lisnaskea Forest,Marten,Pine Marten,1,9,9,autumn,2001,01:28:00,05:47,18:59,-4.32
Ely Lodge,Marten,Pine Marten,1,14,2,winter,2014,21:51:00,07:50,17:31,-4.32
Ely Lodge,Marten,Pine Marten,1,15,2,winter,2014,21:53:00,07:48,17:33,-4.32
Mount Stewart,Rabbit,Rabbit,1,12,3,spring,2014,22:44:00,06:49,18:24,-4.32
Magherafelt,Badger,Badger,1,18,4,spring,2013,23:55:00,05:16,19:36,-4.3
Magherafelt,Badger,Badger,1,20,4,spring,2013,23:59:00,05:12,19:40,-4.3
Lisnaskea Forest,Marten,Pine Marten,1,12,11,autumn,2015,20:49:00,07:50,16:30,-4.3
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,03:53:00,08:11,16:13,-4.3
Erik & Cecil's,Fox,Fox,1,25,11,autumn,2013,20:28:00,08:16,16:10,-4.28
Moneymore,Hare,Hare,1,6,4,spring,2013,23:31:00,05:45,19:13,-4.28
Maghera,Hare,Hare,1,5,5,spring,2013,00:22:00,04:39,20:08,-4.28
Lisnaskea Forest,Sika,Sika,1,2,10,autumn,2015,22:19:00,06:29,18:01,-4.28
Ballyboley,Fox,Fox,1,29,10,autumn,2013,03:07:00,07:23,16:56,-4.27
Curragh,Mouse,Wood mouse,1,20,2,winter,2014,22:01:00,07:37,17:44,-4.27
Saintfield,Badger,Badger,1,11,4,spring,2015,01:19:00,05:34,19:21,-4.25
Saintfield,Badger,Badger,1,11,4,spring,2015,01:19:00,05:34,19:21,-4.25
Mount Stewart,Badger,Badger,1,6,3,spring,2014,02:50:00,07:04,18:12,-4.23
Killcooley Wood,Fox,Fox,1,3,1,winter,2014,04:35:00,08:49,16:13,-4.23
Lisnaskea Forest,Marten,Pine Marten,1,9,9,autumn,2001,01:33:00,05:47,18:59,-4.23
Lisnaskea Forest,Mouse,Mouse,1,7,8,summer,2015,00:32:00,04:46,20:16,-4.23
Lisnaskea Forest,Sika,Sika,1,3,10,autumn,2015,02:17:00,06:31,17:58,-4.23
Ballygrangee Manor,Rabbit,Rabbit,1,2,11,autumn,2013,04:20:00,08:33,16:43,-4.22
Mount Stewart,Badger,Badger,1,26,4,spring,2013,00:47:00,04:58,19:51,-4.18
Loughries,Badger,Badger,1,22,1,winter,2014,04:21:00,08:32,16:44,-4.18
Bellaghy,Hare,Hare,1,29,4,spring,2013,00:40:00,04:51,19:57,-4.18
Bellaghy,Hare,Hare,1,5,4,spring,2013,23:23:00,05:48,19:11,-4.18
Reilly Wood,Marten,Pine Marten,1,9,3,spring,2014,02:45:00,06:56,18:18,-4.18
Magherafelt,Badger,Badger,1,21,4,spring,2013,00:59:00,05:09,19:42,-4.02
Ballygrangee Manor,Fox,Fox,1,19,10,autumn,2013,21:29:00,07:03,17:18,-4.02
Moneymore,Fox,Fox,1,4,4,spring,2013,23:20:00,05:50,19:09,-4.02
Mount Stewart,Rabbit,Rabbit,1,11,3,spring,2014,02:41:00,06:51,18:22,-4.02
Moneymore,Rabbit,Rabbit,1,25,8,summer,2014,23:46:00,05:20,19:35,-4.02
Michael's Farm,Mouse,Wood mouse,1,4,10,autumn,2013,22:04:00,06:34,17:54,-4.15
Gortavoy Bridge,Hare,Hare,1,5,4,spring,2013,23:20:00,05:48,19:11,-4.13
Lisnaskea Forest,Sika,Sika,1,17,9,autumn,2015,01:54:00,06:02,18:39,-4.13
Lisnaskea Forest,Mouse,Mouse,1,15,9,autumn,2015,01:51:00,05:58,18:44,-4.12
Clandeboye,Fox,Fox,1,16,8,summer,2013,00:59:00,05:04,19:56,-4.08
Belmore,Marten,Pine Marten,1,7,2,winter,2014,21:23:00,08:05,17:17,-4.08
Cookstown,Hare,Hare,1,30,7,summer,2014,00:29:00,04:33,20:31,-4.07
Sandholes,Hare,Hare,1,30,7,summer,2014,00:29:00,04:33,20:31,-4.07
Mount Stewart,Rabbit,Rabbit,1,10,3,spring,2014,02:50:00,06:54,18:20,-4.07
Cookstown,Badger,Badger,1,28,4,spring,2013,00:50:00,04:53,19:55,-4.05
Lisnaskea Forest,Fox,Fox,1,8,10,autumn,2015,02:38:00,06:41,17:46,-4.05
Saintfield,Fox,Fox,1,14,4,spring,2015,01:24:00,05:27,19:27,-4.05
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,04:11:00,08:14,17:06,-4.05
Lisnaskea Forest,Sika,Sika,1,21,11,autumn,2015,04:04:00,08:07,16:16,-4.05
Saintfield,Badger,Badger,1,10,4,spring,2015,23:22:00,05:37,19:19,-4.03
Moneymore,Fox,Fox,1,7,4,spring,2013,01:41:00,05:43,19:15,-4.03
Dunnamore,Hare,Hare,1,24,4,spring,2013,23:50:00,05:02,19:47,-4.03
Belmore,Marten,Pine Marten,1,7,2,winter,2014,04:03:00,08:05,17:17,-4.03
Lisnaskea Forest,Mouse,Mouse,1,15,9,autumn,2015,01:56:00,05:58,18:44,-4.03
Ballyrolly,Badger,Badger,1,5,9,autumn,2013,23:10:00,05:40,19:08,-4.02
Beltonean Lane,Badger,Badger,1,7,8,summer,2014,00:46:00,04:47,20:16,-4.02
Lisnaskea Forest,Marten,Pine Marten,1,15,9,autumn,2015,22:46:00,05:58,18:44,-4.02
Lisnaskea Forest,Marten,Pine Marten,1,11,9,autumn,2015,22:56:00,05:51,18:54,-4.02
Sandholes,Rabbit,Rabbit,1,31,7,summer,2014,00:33:00,04:34,20:29,-4.02
Lisnaskea Forest,Sika,Sika,1,1,9,autumn,2015,01:31:00,05:32,19:19,-4.02
Lisnaskea Forest,Sika,Sika,3,23,11,autumn,2015,04:10:00,08:11,16:13,-4.02
Knockcloghrim,Hare,Hare,1,5,5,spring,2013,00:39:00,04:39,20:08,-4
Lisnaskea Forest,Marten,Pine Marten,1,15,9,autumn,2015,22:45:00,05:58,18:44,-4
Michael's Farm,Rabbit,Rabbit,3,21,9,autumn,2013,22:28:00,06:10,18:27,-4
Michael's Farm,Badger,Badger,1,22,9,autumn,2013,02:13:00,06:12,18:25,-3.98
Mount Stewart,Fox,Fox,1,23,4,spring,2013,01:06:00,05:05,19:45,-3.98
Erik & Cecil's,Mouse,Wood mouse,2,26,11,autumn,2013,04:18:00,08:17,16:09,-3.98
Curragh,Mouse,Wood mouse,1,20,2,winter,2014,21:43:00,07:37,17:44,-3.97
Moneymore,Badger,Badger,1,25,8,summer,2014,01:23:00,05:20,19:35,-3.95
Michael's Farm,Badger,Badger,1,29,9,autumn,2013,02:29:00,06:25,18:07,-3.93
Knockcloghrim,Badger,Badger,1,2,6,summer,2013,00:00:00,03:56,20:53,-3.93
Mount Stewart,Rabbit,Rabbit,1,5,3,spring,2014,03:10:00,07:06,18:10,-3.93
Lisnaskea Forest,Sika,Sika,2,21,11,autumn,2015,04:11:00,08:07,16:16,-3.93
Bowtown Road,Badger,Badger,1,30,1,winter,2014,20:56:00,08:19,17:00,-3.92
Belmore,Marten,Pine Marten,1,7,2,winter,2014,04:10:00,08:05,17:17,-3.92
Lisnaskea Forest,Mouse,Mouse,1,15,9,autumn,2015,22:40:00,05:58,18:44,-3.92
Erik & Cecil's,Hare,Hare,2,3,11,autumn,2013,20:58:00,08:17,17:03,-3.9
Desertmartin,Hare,Hare,1,18,4,spring,2013,23:31:00,05:16,19:36,-3.9
Lisnaskea Forest,Mouse,Mouse,1,4,9,autumn,2015,01:44:00,05:38,19:11,-3.9
Mount Stewart,Rabbit,Rabbit,1,14,5,spring,2013,00:27:00,04:21,20:25,-3.9
Mount Stewart,Badger,Badger,1,20,4,spring,2013,23:34:00,05:12,19:40,-3.88
Mount Stewart,Fox,Fox,1,9,3,spring,2014,22:12:00,06:56,18:18,-3.88
Magherafelt,Fox,Fox,1,13,7,summer,2013,00:14:00,04:07,20:56,-3.88
Saintfield,Hare,Hare,1,13,4,spring,2015,23:18:00,05:29,19:25,-3.87
Desertmartin,Hare,Hare,1,14,7,summer,2013,00:16:00,04:08,20:55,-3.87
Bellaghy,Badger,Badger,1,5,5,spring,2013,00:00:00,04:39,20:08,-3.85
Magherafelt,Badger,Badger,1,22,7,summer,2014,00:28:00,04:19,20:45,-3.85
Mount Stewart,Fox,Fox,1,17,3,spring,2014,02:45:00,06:36,18:34,-3.85
Clandeboye,Fox,Fox,1,27,6,summer,2013,00:00:00,03:51,21:07,-3.85
Brollagh,Marten,Pine Marten,1,22,2,winter,2014,21:40:00,07:32,17:48,-3.85
Middletown,Hare,Hare,1,15,3,spring,2015,02:51:53,06:42,18:29,-3.08
Sandholes,Rabbit,Rabbit,1,31,7,summer,2014,00:44:00,04:34,20:29,-3.08
Ballygrangee Manor,Badger,Badger,1,11,10,autumn,2013,21:27:00,06:48,17:37,-3.82
Belmore,Marten,Pine Marten,1,6,2,winter,2014,04:18:00,08:07,17:15,-3.82
Magherafelt,Mouse,Wood mouse,1,24,7,summer,2014,00:34:00,04:23,20:42,-3.82
Magherafelt,Rabbit,Rabbit,1,30,6,summer,2015,00:04:00,03:53,21:06,-3.82
Carncastle,Badger,Badger,1,26,6,summer,2015,00:02:00,03:50,21:07,-3.8
Belmore,Marten,Pine Marten,1,7,2,winter,2014,21:06:00,08:05,17:17,-3.8
Curragh,Mouse,Wood mouse,1,3,3,spring,2014,03:23:00,07:11,18:06,-3.8
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,04:26:00,08:14,17:06,-3.8
Mount Stewart,Fox,Fox,1,25,4,spring,2013,01:13:00,05:00,19:49,-3.78
Lisnaskea Forest,Sika,Sika,1,21,9,autumn,2015,02:22:00,06:09,18:28,-3.78
Cookstown,Hare,Hare,1,27,4,spring,2013,23:40:00,04:56,19:53,-3.77
Lisnaskea Forest,Marten,Pine Marten,1,13,9,autumn,2015,02:08:00,05:54,18:49,-3.77
Curragh,Mouse,Wood mouse,3,22,2,winter,2014,03:46:00,07:32,17:48,-3.77
Magherafelt,Badger,Badger,1,22,4,spring,2013,23:29:00,05:07,19:43,-3.75
Mount Stewart,Badger,Badger,1,3,6,summer,2013,00:10:00,03:55,20:55,-3.75
Magherafelt,Badger,Badger,1,23,7,summer,2014,00:36:00,04:21,20:43,-3.75
Saintfield,Hare,Hare,1,13,4,spring,2015,01:44:00,05:29,19:25,-3.75
Saintfield,Hare,Hare,1,11,4,spring,2015,23:07:00,05:34,19:21,-3.75
Lisnaskea Forest,Mouse,Mouse,1,8,9,autumn,2001,02:00:00,05:45,19:01,-3.75
Erik & Cecil's,Mouse,Wood mouse,1,24,11,autumn,2013,19:57:00,08:14,16:11,-3.75
Curragh,Mouse,Wood mouse,1,2,3,spring,2014,21:50:00,07:13,18:04,-3.75
Mount Stewart,Badger,Badger,1,7,3,spring,2014,03:17:00,07:01,18:14,-3.73
Desertmartin,Badger,Badger,1,20,4,spring,2013,01:28:00,05:12,19:40,-3.73
Bowtown Road,Badger,Badger,1,5,2,winter,2014,04:24:00,08:08,17:12,-3.73
Clandeboye,Fallow,Fallow Deer,1,29,7,summer,2013,00:47:00,04:31,20:33,-3.73
Mount Stewart,Rabbit,Rabbit,1,31,5,spring,2013,00:13:00,03:57,20:51,-3.73
Mount Stewart,Badger,Badger,1,10,3,spring,2014,03:11:00,06:54,18:20,-3.72
Gortavoy Bridge,Badger,Badger,1,22,4,spring,2013,01:24:00,05:07,19:43,-3.72
Magherafelt,Badger,Badger,1,23,7,summer,2014,00:38:00,04:21,20:43,-3.72
Kesh,Fox,Fox,1,1,8,summer,2015,00:53:00,04:36,20:28,-3.72
Knockcloghrim,Hare,Hare,1,7,5,spring,2013,23:56:00,04:35,20:12,-3.72
Belmore,Marten,Pine Marten,1,7,2,winter,2014,04:22:00,08:05,17:17,-3.72
Clandeboye,Rabbit,Rabbit,1,29,6,summer,2013,00:09:00,03:52,21:07,-3.72
Loughries,Badger,Badger,1,19,1,winter,2014,20:21:00,08:36,16:38,-3.7
Ardmore,Fox,Fox,1,25,7,summer,2015,00:42:00,04:24,20:40,-3.7
Ballygrangee Manor,Badger,Badger,1,9,10,autumn,2013,21:24:00,06:44,17:42,-3.68
Newferry,Badger,Badger,1,19,4,spring,2013,23:20:00,05:14,19:38,-3.68
Mount Stewart,Badger,Badger,1,23,4,spring,2013,23:27:00,05:05,19:45,-3.68
Cookstown,Badger,Badger,1,9,6,summer,2013,00:10:00,03:51,21:01,-3.68
Mount Stewart,Fox,Fox,1,12,3,spring,2014,22:06:00,06:49,18:24,-3.68
Cookstown,Fox,Fox,1,11,6,summer,2013,00:09:00,03:50,21:02,-3.68
Ballyhay Road,Fox,Fox,1,1,2,winter,2013,04:34:00,08:15,17:05,-3.68
Gole Wood,Marten,Pine Marten,1,11,3,spring,2014,22:04:00,06:51,18:22,-3.68
Cooltrain,Mouse,Wood mouse,1,3,2,winter,2014,20:50:00,08:12,17:08,-3.68
Mount Stewart,Rabbit,Rabbit,1,4,3,spring,2014,21:50:00,07:09,18:08,-3.68
Cookstown,Badger,Badger,1,31,7,summer,2014,00:54:00,04:34,20:29,-3.07
Sandholes,Badger,Badger,1,31,7,summer,2014,00:54:00,04:34,20:29,-3.07
Bellaghy,Fox,Fox,1,24,4,spring,2013,23:28:00,05:02,19:47,-3.07
Michael's Farm,Badger,Badger,1,29,9,autumn,2013,21:47:00,06:25,18:07,-3.65
Magherafelt,Badger,Badger,1,23,7,summer,2014,00:42:00,04:21,20:43,-3.65
Lisnaskea Forest,Badger,Badger,1,6,8,summer,2015,23:58:00,04:44,20:18,-3.65
Bellaghy,Hare,Hare,1,24,4,spring,2013,23:27:00,05:02,19:47,-3.65
Curragh,Mouse,Wood mouse,1,3,3,spring,2014,03:32:00,07:11,18:06,-3.65
Magherafelt,Badger,Badger,1,4,5,spring,2013,01:03:00,04:41,20:06,-3.63
Carrickyheenan,Marten,Pine Marten,1,21,2,winter,2014,03:57:00,07:35,17:46,-3.63
Lisnaskea Forest,Mouse,Mouse,1,8,9,autumn,2001,02:07:00,05:45,19:01,-3.63
Bowtown Road,Rabbit,Rabbit,1,19,1,winter,2014,20:17:00,08:36,16:38,-3.63
Mount Stewart,Fox,Fox,1,11,3,spring,2014,22:00:00,06:51,18:22,-3.62
Saintfield,Hare,Hare,1,12,4,spring,2015,01:55:00,05:32,19:23,-3.62
Gortreagh,Hare,Hare,1,15,7,summer,2013,00:32:00,04:09,20:54,-3.62
Portmush,Marten,Pine Marten,1,11,2,winter,2014,21:03:00,07:56,17:25,-3.62
Lisnaskea Forest,Mouse,Mouse,1,28,9,autumn,2015,21:49:00,06:22,18:11,-3.62
Curragh,Mouse,Wood mouse,1,14,2,winter,2014,21:09:00,07:50,17:31,-3.62
Mount Stewart,Rabbit,Rabbit,1,16,3,spring,2014,03:02:00,06:39,18:32,-3.62
Ballyhay Road,Fox,Fox,1,2,2,winter,2013,20:44:00,08:14,17:07,-3.6
Ballyrolly,Mouse,Wood mouse,1,31,8,summer,2013,22:57:00,05:31,19:20,-3.6
Lisnaskea Forest,Sika,Sika ,1,5,9,autumn,2015,02:04:00,05:40,19:09,-3.6
Mount Stewart,Badger,Badger,1,10,3,spring,2014,03:19:00,06:54,18:20,-3.58
Garvagh,Badger,Badger,1,29,4,spring,2013,01:16:00,04:51,19:57,-3.58
Mount Stewart,Badger,Badger,1,18,4,spring,2013,23:12:00,05:16,19:36,-3.58
Dunnamore,Badger,Badger,1,1,7,summer,2013,00:19:00,03:54,21:06,-3.58
Bowtown Road,Badger,Badger,1,9,2,winter,2014,04:26:00,08:01,17:21,-3.58
Garvagh,Fox,Fox,1,27,4,spring,2013,23:29:00,04:56,19:53,-3.58
Bowtown Road,Fox,Fox,1,6,2,winter,2014,20:51:00,08:07,17:15,-3.58
Ballyhay Road,Fox,Fox,1,8,2,winter,2013,20:55:00,08:02,17:19,-3.58
Lisnaskea Forest,Badger,Badger,1,6,8,summer,2015,23:53:00,04:44,20:18,-3.57
Reilly Wood,Marten,Pine Marten,1,10,3,spring,2014,21:55:00,06:54,18:20,-3.57
Brollagh,Marten,Pine Marten,1,19,2,winter,2014,21:17:00,07:39,17:42,-3.57
Mount Stewart,Rabbit,Rabbit,1,23,5,spring,2013,00:33:00,04:07,20:40,-3.57
Ballyrolly,Fox,Fox,1,28,8,summer,2013,01:53:00,05:26,19:28,-3.55
Moneymore,Hare,Hare,1,4,4,spring,2013,22:43:00,05:50,19:09,-3.55
Cookstown,Fox,Fox,1,26,4,spring,2013,23:24:00,04:58,19:51,-3.53
Clandeboye,Fox,Fox,1,26,6,summer,2013,00:19:00,03:51,21:07,-3.53
Moneymore,Fox,Fox,1,12,7,summer,2014,00:33:00,04:05,20:58,-3.53
Cooltrain,Mouse,Wood mouse,1,5,2,winter,2014,04:36:00,08:08,17:12,-3.53
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,04:42:00,08:14,17:06,-3.53
Belmore,Marten,Pine Marten,1,6,2,winter,2014,04:36:00,08:07,17:15,-3.52
Moneymore,Rabbit,Rabbit,1,26,8,summer,2014,01:51:00,05:22,19:33,-3.52
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,02:09:00,05:40,19:09,-3.52
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,04:40:00,08:11,16:13,-3.52
Ballyrolly,Badger,Badger,1,27,8,summer,2013,01:54:00,05:24,19:30,-3.05
Saintfield,Fox,Fox,1,13,4,spring,2015,01:59:00,05:29,19:25,-3.05
Mount Stewart,Fox,Fox,1,21,4,spring,2013,23:13:00,05:09,19:42,-3.05
Lissan,Hare,Hare,1,8,5,spring,2013,01:03:00,04:33,20:14,-3.05
Newferry,Hare,Hare,1,6,5,spring,2013,23:41:00,04:37,20:10,-3.05
Portmush,Marten,Pine Marten,1,12,2,winter,2014,20:58:00,07:54,17:27,-3.05
Michael's Farm,Rabbit,Rabbit,1,3,10,autumn,2013,03:02:00,06:32,17:57,-3.05
Lisnaskea Forest,Sika,Sika,2,15,9,autumn,2015,22:15:00,05:58,18:44,-3.05
Mount Stewart,Badger,Badger,1,10,3,spring,2014,03:25:00,06:54,18:20,-3.48
Mount Stewart,Fox,Fox,1,8,3,spring,2014,03:30:00,06:59,18:16,-3.48
Dunnamore,Fox,Fox,1,28,4,spring,2013,23:25:00,04:53,19:55,-3.48
Mount Stewart,Fox,Fox,1,28,4,spring,2013,23:25:00,04:53,19:55,-3.48
Tullychurry Forest,Marten,Pine Marten,1,19,2,winter,2014,21:12:00,07:39,17:42,-3.48
Mount Stewart,Mouse,Wood mouse,1,11,3,spring,2014,03:22:00,06:51,18:22,-3.48
Curragh,Mouse,Wood mouse,1,14,2,winter,2014,21:01:00,07:50,17:31,-3.48
Mount Stewart,Badger,Badger,1,12,3,spring,2014,03:21:00,06:49,18:24,-3.47
Magherafelt,Badger,Badger,1,7,5,spring,2013,01:07:00,04:35,20:12,-3.47
Curragh,Mouse,Wood mouse,1,14,2,winter,2014,04:22:00,07:50,17:31,-3.47
Lisnaskea Forest,Sika,Sika,1,21,11,autumn,2015,19:45:00,08:07,16:16,-3.47
Mount Stewart,Badger,Badger,1,16,4,spring,2013,23:00:00,05:21,19:32,-3.45
Mount Stewart,Badger,Badger,1,30,4,spring,2013,23:27:00,04:49,19:59,-3.45
